char,hex,count,id,snippet
笔,U+7B14,3,menu_dic_564#4,是铅笔的话！
笔,U+7B14,3,ev_solo_traning6#1,那笔钱，用到阿尔玛之月的金库
笼,U+7B3C,3,menu_dic_373#6,兴趣特技：也就是印笼吧！
笼,U+7B3C,3,ev_plo_test#13,从笼罩三维世界的危机里承受大
笼,U+7B3C,3,d_wed_0019#1,是妖精逃生用的水中牢笼，也！
筋,U+7B4B,3,eg_pw_116_ms1#0,豚悟空：体复出现的筋斗云轰隆轰隆！
筋,U+7B4B,3,eg_pw_116_vo1,豚悟空：轰吧。筋斗云——。
筋,U+7B4B,3,eg_ev_lvid_ms1,卢比德：一根筋的反事，让卢比德的枪況了
筝,U+7B5D,3,menu_dic_115#1,放超大的风筝。
筝,U+7B5D,3,menu_dic_115#3,擅长：大地上的放风筝
筝,U+7B5D,3,menu_dic_115#6,兴趣特技：让人乘着风筝
箍,U+7B8D,3,eg_pw_116_ms2#0,豚悟空：金箍棒合了！
箍,U+7B8D,3,eg_pw_116_vo2,豚悟空：伸吧。金箍棒——。
箍,U+7B8D,3,general_102_w,糟了！自制的箍要崩了！
粘,U+7C98,3,eg_cv_paz3_ms12#1,可身体还紧紧粘在一起！
粘,U+7C98,3,eg_cv_paz3_ms33#1,果然还是粘在一起的世界啊。
粘,U+7C98,3,eg_tg_omeg_d3,欧米茄：粘。驾驶舱的鸣门化开了！
纯,U+7EAF,3,menu_dic_eg_du_slow#0,被叫作？欲纯种马也已经是以前的事！
纯,U+7EAF,3,eg_du_slow_w,慢肯塔：由…的纯种马之力。知道了吧。
纯,U+7EAF,3,d_egg_ev06_04#1,是因为那是怀着纯洁之心的
纵,U+7EB5,3,menu_mission_mon02#0,一边巧妙操纵
纵,U+7EB5,3,ev_mon_bs20#0,浪漫女王：纵被称为才媛
纵,U+7EB5,3,ev_fri_st14#1,似乎有操纵这些机械的人呢。
绅,U+7EC5,3,menu_dic_eg_du_caml#0,对妆容也讲究身姿的绅士！
绅,U+7EC5,3,eg_du_caml_d#0,变色龙人：因为是绅士，
绅,U+7EC5,3,eg_du_caml_vo3,变色龙人：绅士的玩，来收情一招！
绕,U+7ED5,3,ev_plo_test#45,来段绕口令吧！
绕,U+7ED5,3,eg_le_hdes_w,哈迪斯：绕过恐怖，在死渊边沉睡。
绕,U+7ED5,3,eg_ms_mand_ms3,德拉草：曼德拉草用立体环绕声悲鸣了。。
综,U+7EFC,3,menu_dic_47#6,兴趣特技：那种综艺
综,U+7EFC,3,menu_dic_eg_pw_broc#2,最近综艺节目来的工作阵赖也很少
综,U+7EFC,3,dg_common_tekken71#1,像综艺节目一样！
罐,U+7F50,3,menu_dic_43#6,兴趣特技：来玩踢罐子吧！
罐,U+7F50,3,menu_dic_eg_le_hniw#2,可爱变形的弱的罐咖啡，是最近的心头好！
罐,U+7F50,3,bmenu_10#0,这样只好破罐破摔。
羽,U+7FBD,3,eg_du_bobo_at1,火焰羽
羽,U+7FBD,3,eg_du_bobo_ms1#0,勃勃鸟：拔下燃白的自己的羽
羽,U+7FBD,3,eg_du_bobo_ms11#0,勃勃鸟：拔下燃白的自己的羽
聘,U+8058,3,menu_dic_23#6,兴趣特技：诶，部队招聘？
聘,U+8058,3,menu_dic_65#0,参加动机：招聘映入眼帘
聘,U+8058,3,menu_dic_82#7,我会穿招聘套装！
肃,U+8083,3,ev_thu_cl56#0,斯蒂安：半熟史上罕见的严肃展开
肃,U+8083,3,ev_thu_cl84,塞巴斯蒂安：再怎么说，严肃下去
肃,U+8083,3,ev_gho_pre02#0,面对那严肃的身影，笑话会变少吗？
肢,U+80A2,3,eg_pk_tmni_ms21#1,胳肢了一下。
肢,U+80A2,3,eg_pk_tmni_ms212#1,胳肢了一下。
肢,U+80A2,3,eg_pk_tmni_vo2,透明人：胳肢一下啦。
肤,U+80A4,3,eg_cv_cann_w,一号：紫外线对皮肤不好！
肤,U+80A4,3,eg_ms_kken_ms2#0,克拉肯：克拉肯滑溜溜的肌肤闪闪发亮。
肤,U+80A4,3,eg_ms_kken_ms21#0,克拉肯：克拉肯滑溜溜的肌肤闪闪发亮。
胁,U+80C1,3,menu_mission_ear02#0,最大的威胁
胁,U+80C1,3,ev_tue_st82#0,马蒂斯：贾多威胁父亲
胁,U+80C1,3,d_egg_ev09_02#1,危险的兵器会威胁生命！
腋,U+814B,3,eg_ms_snyt_ms2#1,咯吱了腋下！
腋,U+814B,3,eg_ms_snyt_ms21#1,咯吱了腋下！
腋,U+814B,3,dg_common_tekken37,勇：腋毛吗？
腔,U+8154,3,menu_trump096,变成装腔作势的大人（？）！
腔,U+8154,3,eg_pw_kimr_vo2#3,奇美拉王：那套装腔作势的势。。
腔,U+8154,3,eg_cl_hade_ms1,派手斯：在帮腔吗？
膀,U+8180,3,menu_dic_eg_pw_rddr#0,那翅膀覆着天，吐息把世界变成怪
膀,U+8180,3,eg_pw_rddr_at1,翅膀
膀,U+8180,3,dg_common_tekken70#1,被天使的翅膀吹飞了！
良,U+826F,3,menu_dic_391#0,来自《不良魂！》的
良,U+826F,3,menu_dic_400#0,来自《不良魂！》的
良,U+826F,3,menu_dic_442#0,来自《不良魂！》的
艳,U+8273,3,menu_dic_eg_pw_moon#1,战阵白的客界，一边不垮鲜艳的上生！
艳,U+8273,3,ev_wed_st10#1,相当鲜艳哟滑梯比基尼火箭拳装备
艳,U+8273,3,ev_march13#1,燃烧般的艳遇，经验倒是不想有呀
芥,U+82A5,3,boss_omega_actmenu#4,芥末炸弹
芥,U+82A5,3,eg_tg_omeg_at5,芥末弹
芥,U+82A5,3,eg_tg_omeg_ms5#1,欧米茄用芥末弹反击。。
茎,U+830E,3,d_dung_0230#0,我儿子顺着豆子的茎爬
茎,U+830E,3,d_dung_0232#1,茎变得好大！
茎,U+830E,3,d_dung_0233#1,顺着豆子的茎爬到这儿
茫,U+832B,3,d_dung_0127#0,华人：为了人生迷茫的你
茫,U+832B,3,d_dung_0274#1,有迷茫的人，有找东西的人
茫,U+832B,3,d_egg_ev04_05#1,会迷茫，也会后悔吧？
营,U+8425,3,menu_dic_107#6,兴趣特技：兵营墙上的画
营,U+8425,3,ev_solo_daruma5#0,而且还这么靠近敌部队的本营！
营,U+8425,3,ev_c_call25#0,塞巴斯蒂安：艾格曼的大本营。
蓄,U+84C4,3,menu_dic_202#4,积蓄日常气势！
蓄,U+84C4,3,eg_du_mtro_vo2#1,太早了得再蓄才行。
蓄,U+84C4,3,ev_mini_sun12#1,○蓄力／松开发射
蝶,U+8776,3,menu_dic_eg_cv_atom#2,服装、齐刘海和巨大的蝴蝶结，是状道与商军的兴趣！
蝶,U+8776,3,menu_dic_eg_pk_miju_#0,蝴蝶结很可爱的、欧伊汁的侄女
蝶,U+8776,3,ev_solo_atashi54#1,变成「蝶来蜂往的女王殿」的部队
螈,U+8788,3,ev_gho_int_b24#1,还挺能说的蝾螈4！
螈,U+8788,3,ev_ending116c,雅：蝾螈就是！
螈,U+8788,3,ev_ending118#0,卡特莉·伊奈：蝾螈也好
衅,U+8845,3,eg_bo_natu_ms3#1,在挑衅！
衅,U+8845,3,eg_bo_natu_ms3_b#1,在挑衅！
衅,U+8845,3,ev_col_extra03#2,同时向你挑衅。。
街,U+8857,3,menu_dic_259#6,兴趣特技：歌舞伎之街也
街,U+8857,3,ear_f01_help#1,在市街设置的据点
街,U+8857,3,eg_we_bdhm_w,屋台达势大知：坡上街的和平，由这屋台达势大知
衰,U+8870,3,ev_gho_cl_a98#0,梅尔克里：虽持有衰老的身体
衰,U+8870,3,ev_mini_thu03#1,蝙蝠神经衰弱。
衰,U+8870,3,ev_mini_thu04,播音员：神经衰弱，知道的吧？
袱,U+88B1,3,eg_cl_akem_ms2,明松：用的逃包袱是。。
袱,U+88B1,3,eg_cl_akem_ms21,明松：用的逃包袱是。。
袱,U+88B1,3,eg_cl_akem_vo2,明松：逃包袱是这食。那么殿样攻
触,U+89E6,3,menu_dic_eg_pw_isgn#1,那些各式触手全都使足了劲，所以相当
触,U+89E6,3,f_sun_24#1,也不用担心互相接触！
触,U+89E6,3,f_sun_16#2,也不用担心互相接触！
诲,U+8BF2,3,eg_du_skdr_ms21,骷髅龙：严厉的教诲迸出来了。
诲,U+8BF2,3,eg_du_skdr_ms22#0,骷髅龙：严厉的教诲迸出来了。
诲,U+8BF2,3,eg_du_skdr_ms221#0,骷髅龙：严厉的教诲迸出来了。
谊,U+8C0A,3,ev_ending127c#2,联谊这种系统好像有。
谊,U+8C0A,3,eg_bo_boil_at3_kata_2,京子：诶，真的？一部的联谊的。？哈。？难道
谊,U+8C0A,3,eg_bo_fuyu_vo3_1#0,冬子：特辑的【联谊上钓到新恋】呀
谐,U+8C10,3,menu_dic_eg_pw_yjyu#1,并非因为自己是叶才谐音，
谐,U+8C10,3,eg_cl_hade_at2,谐音
谐,U+8C10,3,dg_common_tekken23,勇：谐了啊！
谨,U+8C28,3,f_fri_15#1,再谨慎进军，似乎有必要呢。
谨,U+8C28,3,f_fri_99,鲁奈：谨慎前进吧。
谨,U+8C28,3,f_fri_pre01#4,防守也会更加谨慎吧！
账,U+8D26,3,ev_gho_cl_a129#0,安：搞笑要等跟那家伙算完账
账,U+8D26,3,eg_du_hega_vo31#2,三姐妹：芋解人来了也不认账哦。
账,U+8D26,3,ev_solo_ken50,波奇利进账了！
资,U+8D44,3,menu_dic_76#6,兴趣特技：工资袋
资,U+8D44,3,eg_cl_akem_l#1,在下这等没资格出占！
资,U+8D44,3,eg_bo_haru_vo1_4a#1,呜哦哦。好不容易汇总的资料啊啊。。
赞,U+8D5E,3,menu_dic_eg_cv_megg#2,03的变形合体，让孩子们赞叹！
赞,U+8D5E,3,ev_thu_cl71,马蒂斯：我也赞成。
赞,U+8D5E,3,eg_ms_tiky_l#1,来称赞英雄们吧！
赴,U+8D74,3,ev_sun_st71#0,塞巴斯蒂安：亲自奔赴战场，守护国家。
赴,U+8D74,3,f_sun_24_4#10,再赴下一张地图的说。
赴,U+8D74,3,f_sun_30#0,塞巴斯蒂安：我们奔赴战场的时候
趁,U+8D81,3,menu_dic_199#0,参加动机：趁着势头
趁,U+8D81,3,ev_tue_cl12#0,天马将军：趁还有意识，把力量蛋
趁,U+8D81,3,ev_comp_gen14,明松：快，逃吧。趁现在。。
跆,U+8DC6,3,menu_dic_281#0,参加动机：想把俺的跆拳道
跆,U+8DC6,3,menu_dic_281#4,用跆拳道打！
跆,U+8DC6,3,menu_dic_315#3,擅长：跆拳道
踪,U+8E2A,3,eg_ms_omed_ms23,喜鸟：恭喜鸟消失得无影无踪！
踪,U+8E2A,3,eg_ms_omed_ms33,喜鸟：恭喜鸟消失得无影无踪！
踪,U+8E2A,3,d_sun_0005#0,母亲：儿子从几天前就失踪了！
踵,U+8E35,3,eg_du_109_at2,落踵／攻击
踵,U+8E35,3,eg_du_109_ms2#1,落下踵踢！
踵,U+8E35,3,eg_du_109_ms21#1,落下踵踢！
蹄,U+8E44,3,eg_du_slow_at1,马蹄土终剑
蹄,U+8E44,3,eg_du_slow_ms1,慢肯塔：扔出土足的蹄勇。
蹄,U+8E44,3,eg_du_slow_vo1,慢肯塔：地的蹄勇。噗嘻——。。
躁,U+8E81,3,menu_dic_eg_pw_boka#2,上场的烦躁，全在对战里发入！
躁,U+8E81,3,menu_dic_eg_we_oyas#2,烦躁积起来的威装！
躁,U+8E81,3,eg_pk_milk_vo2#0,米尔基：那么焦躁，是缺钙呢。
躬,U+8EAC,3,ev_gen_no528#2,感谢，感谢（鞠躬鞠躬）
躬,U+8EAC,3,d_dung_0147#0,华人：在路上鞠躬而使，被威光吸引而使
逢,U+9022,3,ev_mon_subtitle02,若能相逢，心跳女主角来着之卷
逢,U+9022,3,ev_mon_pre04#1,若能相逢，心跳女主角来着之卷
逢,U+9022,3,d_dung_0082#0,萨菲罗斯：到重逢之前的空闲
邻,U+90BB,3,ev_plo_test#51,往邻居的梯子上靠梯子的
邻,U+90BB,3,eg_ms_tiky_l#0,地球酱：邻星灭亡了！
邻,U+90BB,3,d_egg_ev09_03#1,邻居一减肥，旁边的人就会胖
酬,U+916C,3,ev_sun_st31#1,了攒力量，拿着对3D的片酬
酬,U+916C,3,general_13_w#1,话说，有片酬吗？
酬,U+916C,3,d_dung_0554#2,大的，只是把盒子拿来的报酬！
钓,U+9493,3,eg_ev_deat_vo1,死神：撤是，镰刀钓不到死。
钓,U+9493,3,eg_bo_fuyu_vo3_1#0,冬子：特辑的【联谊上钓到新恋】呀
钓,U+9493,3,eg_ev_nodt_vo11,被阵的死神：撤是，镰刀钓不到死。
钙,U+9499,3,eg_pk_milk_ms3,米尔基：米尔基喊着缺钙。
钙,U+9499,3,eg_pk_milk_vo2#0,米尔基：那么焦躁，是缺钙呢。
钙,U+9499,3,eg_pk_milk_vo3#0,米尔基：爱喝奶的我的钙，
钮,U+94AE,3,pad_alert#3,正确重新连接后，请按○按钮！
钮,U+94AE,3,trump_ippatu_ms#1,一小段时间，再怎么连按按钮耐力也不减少。
钮,U+94AE,3,ev_solo_traning2#1,我按下的按钮，请尽快
链,U+94FE,3,eg_du_kami_at1,链锯
链,U+94FE,3,eg_du_kami_ms1#0,纸神：把链锯挥得呼呼转。
链,U+94FE,3,ev_solo_atashi2#1,项链300波奇利
锦,U+9526,3,menu_dic_326#1,锦旗！
锦,U+9526,3,menu_dic_326#4,那里的锦旗吧！
锦,U+9526,3,menu_dic_326#6,兴趣特技：想收集锦旗
青,U+9752,3,menu_dic_eg_cl_otam#2,长大就会变成普通的青蛙！
青,U+9752,3,menu_dic_eg_we_brav#1,在那儿和青梅竹马的心（9岁）揺喜，
青,U+9752,3,eg_ev_beal_ms2#0,巴尔：蜘蛛的箱、青蛙的箱）、火的分
革,U+9769,3,ev_tue_subtitle02,改变吧。不可能革命之卷
革,U+9769,3,ev_tue_pre03#2,革命之卷
革,U+9769,3,ev_colosseum77#1,革新灾厄 Dangerou
鞠,U+97A0,3,ev_gen_no528#2,感谢，感谢（鞠躬鞠躬）
鞠,U+97A0,3,d_dung_0147#0,华人：在路上鞠躬而使，被威光吸引而使
骚,U+9A9A,3,ev_solo_disappear24#0,巴斯蒂安：对平日殿下的性骚扰
骚,U+9A9A,3,ev_solo_disappear24a#0,巴斯蒂安：对平日殿下的性骚扰
骚,U+9A9A,3,ev_gen_no539#10,噢呀噢呀：这话像发牢骚，没醉所以请多包涵！
髦,U+9AE6,3,eg_du_caml_vo2,变色龙人：这才是真正时髦的风格！
髦,U+9AE6,3,ev_solo_atashi39#0,卡特莉·伊奈：时髦的基本从占卜开始呀
髦,U+9AE6,3,ev_col_extra33#1,呐，这之后去时髦酒吧喝一杯怎么样？
鳅,U+9CC5,3,menu_dic_eg_ms_popi#2,体波宾科，每天都从宇宙鳞鳅那儿逃来逃去！
鳅,U+9CC5,3,eg_ms_popi_ms21,了——。快跑——。宇宙鳞鳅——。
鳅,U+9CC5,3,eg_ms_popi_ms22,：连波宾科一起挨了宇宙鳞鳅的攻击。
鳍,U+9CCD,3,eg_ms_hang_at2,脚鳍击
鳍,U+9CCD,3,eg_ms_hang_ms2#1,脚鳍啪啪地抽了。
鳍,U+9CCD,3,eg_ms_hang_ms21#1,脚鳍啪啪地抽了。
鹅,U+9E45,3,menu_dic_eg_ev_veno#0,裹着企鹅书偶的谜之人！
鹅,U+9E45,3,ev_ending141#0,·伊奈：金枪鱼肚和海胆和鹅肝和鲍鱼和
鹅,U+9E45,3,eg_pk_prim_vo1,首席：是天鹅湖落
麦,U+9EA6,3,32#0,麦克风测试中
麦,U+9EA6,3,eg_ev_jjdv_w,运动服恶魔：喂。、去买荞麦面包来。
麦,U+9EA6,3,eg_bo_yonda01_00,作曲编曲 四次元女帝 植麦奇诺
默,U+9ED8,3,sysmes_option_term#4,默认
默,U+9ED8,3,eg_we_momo_d,莫莫里斯：莫莫里斯在默默。。
乖,U+4E56,4,eg_cv_alec_ms22,亚历克桑达：乖乖听完了话。
乖,U+4E56,4,eg_cv_alec_ms221,亚历克桑达：乖乖听完了话。
介,U+4ECB,4,menu_dic_150#0,参加动机：想在简介里
介,U+4ECB,4,trump_rescue_ms#0,被像人的护士们把姿和体都介抱了！
介,U+4ECB,4,ev_c_call9#0,塞巴斯蒂安：那么，为您介绍
仰,U+4EF0,4,menu_dic_eg_pw_kawa#2,把这当降来仰的人旗也不立，最近臭负降
仰,U+4EF0,4,ev_sun_st23#2,仰慕的人也没关系！
仰,U+4EF0,4,eg_tg_flya_w#0,欧米茄：仰望天比谁都高，以俺为目标
企,U+4F01,4,menu_dic_eg_ev_veno#0,裹着企鹅书偶的谜之人！
企,U+4F01,4,ev_tue_pre02#0,放出兵器和怪人的贾多，企图是？
企,U+4F01,4,ev_gen_no540#4,兼职监督的委托和调试企划
例,U+4F8B,4,d_dung_0464#1,又照例没了！
例,U+4F8B,4,d_dung_0609#1,可照例，「炸弹投手」又没了！
例,U+4F8B,4,d_dung_0686#2,照例，用钥匙回礼！
俯,U+4FEF,4,ev_gho_int_a07#0,梅尔克里：自遥远彼岸俯视我们的
俯,U+4FEF,4,ev_gho_int_c31#0,梅尔克里：从彼方俯视的不可解之军
俯,U+4FEF,4,eg_du_caml_ms3#1,朝着目标狠狠俯冲。。
兼,U+517C,4,ev_gho_cl_c04#1,赶快兼作祝胜的婚礼要
兼,U+517C,4,ev_colosseum104#0,男主播：呐，兼作最后的庆功
兼,U+517C,4,ev_c_call41#0,鲁奈：兼具弱小与美丽者才是
凝,U+51DD,4,ev_ending102#2,不要凝固，应当半熟。
凝,U+51DD,4,eg_pk_skyp_at1,凝固汽油弹】
凝,U+51DD,4,eg_pk_skyp_ms1,天空公主：天空公主把凝固汽油弹如字一般改了出去
刊,U+520A,4,ev_solo_gf1#0,从复刊写来，当部队能回喜廉价员
刊,U+520A,4,ev_solo_gm1#0,从复刊写来，当部队能回喜廉价员
刊,U+520A,4,ev_solo_uematsu15#3,月刊 王国的事情
剃,U+5243,4,eg_we_oyas_ms1,晚安玛丽的头上被剃了个阴阳头！
剃,U+5243,4,eg_we_oyas_ms11,晚安玛丽的头上被剃了个阴阳头！
剃,U+5243,4,eg_we_oyas_ms12#0,晚安玛丽的头上被剃了个阴阳头！
剥,U+5265,4,menu_dic_eg_le_hniw#0,有时是陶俑！又有时是生剥戈仑！
剥,U+5265,4,eg_le_hniw_ms3,陶俑戈仑：陶俑戈仑变成生剥戈仑了。。
剥,U+5265,4,eg_le_hniw_ms32,陶俑戈仑：陶俑戈仑从生剥戈仑变回来了。
剪,U+526A,4,menu_dic_139#7,剪辑交给我！
剪,U+526A,4,menu_dic_170#3,擅长：比如想出剪刀
剪,U+526A,4,menu_trump086#1,阵型变成剪刀！
割,U+5272,4,ev_march12#0,零花钱和超级度假地也难以割舍
割,U+5272,4,ev_solo_income22,外星人留下了5个牛只切割物！
割,U+5272,4,ev_mini_fri02#0,弗莱迪：被牛只切割过的
厅,U+5385,4,dg_common_CanWarp#2,便即刻把你送到这大厅来
厅,U+5385,4,dg_common_CanWarp_fst#5,便即刻把你送到这大厅来
厅,U+5385,4,d_dung_0517#0,奇怪的生物在大厅中央
叠,U+53E0,4,menu_trump075#2,多张装备效果会重叠！
叠,U+53E0,4,menu_trump076#2,多张装备效果会重叠！
叠,U+53E0,4,menu_trump083#2,多张装备效果会重叠！
咸,U+54B8,4,eg_pw_cycl_ms31,眼巨人：出了1，打1发。咸。
咸,U+54B8,4,eg_ms_kken_ms1#1,非常非常咸。。
咸,U+54B8,4,eg_ms_kken_ms11#1,非常非常咸。。
哧,U+54E7,4,eg_du_ifrt_d,伊夫里顿：哼哧哼哧动着鼻子。
哧,U+54E7,4,okunote_yoiko_tk#1,哧溜哧溜。啪滋啪滋。啪嚓啪
啤,U+5564,4,eg_we_ciwa_at1,生啤
啤,U+5564,4,d_dung_0161#1,「啤酒」「毛豆」「电视」
啤,U+5564,4,d_dung_0166#0,袋子工匠：「啤酒」「毛豆」「电视」
啵,U+5575,4,eg_ev_beal_vo32,巴尔：嗯？是吾自己吗？唔啵哦啊啊。。。
啵,U+5575,4,eg_ev_zomb_vo1#0,僵尸：啵叽。。
啵,U+5575,4,eg_du_cofe_l#0,咖啡节拍：咕啵。
嗓,U+55D3,4,eg_cl_ball_ms22#1,气球雀喊哑了嗓子。
嗓,U+55D3,4,eg_cl_ball_ms221#1,气球雀喊哑了嗓子。
嗓,U+55D3,4,eg_du_zibu_d,吉布猫：嗓子咕噜咕噜守着。
嗝,U+55DD,4,sysmes_sound_list#25,饱嗝
嗝,U+55DD,4,eg_du_kure_vo2,给我给我：嗝。
嗝,U+55DD,4,eg_du_skdr_vo31#1,从杯口以外喝，打嗝就会停。
嗦,U+55E6,4,ev_gho_int_a04#0,虽然啰嗦，没看过的请看系列第3作
嗦,U+55E6,4,eg_pk_amaz_vo1,亚马逊：啰嗦。。
嗦,U+55E6,4,ev_mini_mon10b#0,鲁奈：啰嗦。
嗨,U+55E8,4,eg_du_kino_d,蘑菇家伙：心情超嗨。
嗨,U+55E8,4,eg_du_mggm_vo21#1,降装嗨哟呀萨。哟呀萨。
嗨,U+55E8,4,eg_du_syam_ms31#0,沙米尔星人正嗨着呢。
噌,U+564C,4,eg_ev_mamy_l,：一千用「可是很能造的味噌！
噌,U+564C,4,eg_ev_mamy_vo1,木乃伊：接下法老的移吧味噌。。
噌,U+564C,4,eg_ev_mamy_vo2,木乃伊：接下绷带的负吧味噌。。
园,U+56ED,4,menu_dic_145#7,园艺教室！
园,U+56ED,4,ev_wed_cl16,梅尔克里：吾与妖精们，家园便是那样被夺去的哪！
园,U+56ED,4,ev_fri_bs_sebath#2,送到动物园登记的说。
圈,U+5708,4,menu_dic_eg_du_frkn#2,可爱的项圈，是为他准备的礼物！
圈,U+5708,4,ev_ear_cl41,马蒂斯：也许是圈套啊。
圈,U+5708,4,eg_bo_boil_vo45#0,煮蛋：给她的手指套上乌贼圈
塑,U+5851,4,eg_pw_moon_at3,巅峰塑造
塑,U+5851,4,eg_pw_moon_r2#1,新招·巅峰塑造记住了。。
塑,U+5851,4,eg_bo_natu_vo1_1#1,随时随地塑形都没问题4。
寓,U+5BD3,4,menu_dic_252#0,参加动机：公寓贷款
寓,U+5BD3,4,menu_dic_252#6,兴趣特技：新公寓
寓,U+5BD3,4,menu_dic_eg_pw_ngrd#1,真的干不下去了！最近公寓也买了
屎,U+5C4E,4,ev_fri_cl15#1,可你们那种把人生动物的屎刮在一起似的
屎,U+5C4E,4,eg_cv_paz3_ms1,解谜3摔了个狗吃屎。
屎,U+5C4E,4,eg_cv_paz3_ms11,解谜3摔了个狗吃屎。
岂,U+5C82,4,eg_le_excv_ms3,岂止被石中剑劈，已经乱七八
岂,U+5C82,4,eg_le_excv_ms31,岂止被石中剑劈，已经乱七八
岂,U+5C82,4,eg_le_excv_ms32,石中剑：岂止被劈，已经乱七八糟。
岔,U+5C94,4,d_egg_ev05_06#1,重要分岔点！
岔,U+5C94,4,d_thu_0006#0,有大路和岔路的时候
岔,U+5C94,4,d_thu_0006#1,走岔路就不会掉进陷阱吧！
峰,U+5CF0,4,eg_pw_moon_at3,巅峰塑造
峰,U+5CF0,4,eg_pw_moon_r2#1,新招·巅峰塑造记住了。。
峰,U+5CF0,4,boss_full_actmenu#2,峰值构筑
市,U+5E02,4,menu_dic_eg_cl_lamp#2,到兴趣，大概就是休息日逛市场！
市,U+5E02,4,menu_dic_eg_le_bktg#0,与「据说一出100自在超市被末着，
市,U+5E02,4,ear_f01_help#1,在市街设置的据点
幅,U+5E45,4,menu_trump074#2,会大幅提升！
幅,U+5E45,4,ev_tue_cl09#2,那颗蛋，拥有增幅人的气合的力量！
幅,U+5E45,4,okunote_frid_ms#1,熟逃了，防御大幅下降……
廉,U+5EC9,4,ev_solo_gf1#0,从复刊写来，当部队能回喜廉价员工
廉,U+5EC9,4,ev_solo_gf4#1,以部队能回喜廉价员工的殿下样过来了！
廉,U+5EC9,4,ev_solo_gm1#0,从复刊写来，当部队能回喜廉价员工
弓,U+5F13,4,menu_trump026#0,用弓从远处攻击，
弓,U+5F13,4,eg_le_bktg_d,黑虎：黑虎虾弓着。
弓,U+5F13,4,trump_ya_ms,定时间内，连按○变成能射弓的状态了！
弦,U+5F26,4,eg_pk_pegg_ms2#0,格曼：粉红艾格曼把绷紧的弦解开了。。
弦,U+5F26,4,eg_pk_pegg_ms21#0,格曼：粉红艾格曼把绷紧的弦解开了。。
弦,U+5F26,4,eg_pk_pegg_vo2#0,粉红艾格曼：绷紧的弦，会把心部拔掉哦
彗,U+5F57,4,menu_trump019#1,那姿正如彗星一般！
彗,U+5F57,4,ev_wed_cl14#0,克里：可是，这颗星因中途彗星冲突
彗,U+5F57,4,eg_ev_rabi_w#0,兔子撒旦：毕竟曾被叫作彗星拉比
彻,U+5F7B,4,menu_dic_31#7,彻底禁止？
彻,U+5F7B,4,eg_we_barm_l,吧人：酒吧人把输掉的占攻彻底藏起来了！
彻,U+5F7B,4,eg_bo_boil_ms10#0,元煮蛋：四次元煮蛋放出了彻骨的周六夜动。
忠,U+5FE0,4,dg_tutorial01_5#6,一点忠告吧！
忠,U+5FE0,4,dg_tutorial02#10,·琼斯：所以再让我给一点忠告
忠,U+5FE0,4,dg_tutorial03_4#13,给一条战斗方面的忠告！
忽,U+5FFD,4,menu_dic_180#1,忽然很怀念！
忽,U+5FFD,4,menu_dic_227#1,忽然很怀念！
忽,U+5FFD,4,menu_dic_99#1,忽然很怀念！
恕,U+6055,4,eg_cv_pwra_vo34#1,欺负米卡酱的家伙不可饶恕。。
恕,U+6055,4,ev_solo_love3#0,恕不敬，从即刻起将军雇佣期
恕,U+6055,4,ev_gen_no499#4,不可饶恕。。。
悦,U+60A6,4,menu_trump018#1,把喜悦的团块砸向对方，
悦,U+60A6,4,eg_du_fraf_w,晃晃：因胜利的喜悦在抖！
悦,U+60A6,4,eg_du_syam_w,米尔星人：测现着胜利的喜悦！
惧,U+60E7,4,ev_thu_bs03#0,？？？？世人满怀畏惧，如此称呼吾
惧,U+60E7,4,ev_thu_bs13#0,彭普蒂：因恐惧而颤抖
惧,U+60E7,4,f_thu_05#0,梅尔克里：恐惧的人们，将被爱之光引导！
愤,U+6124,4,menu_dic_eg_ev_eegg#1,把悲伤和快乐、愤怒和憎恨变成梦幻的力量，
愤,U+6124,4,eg_ms_tiky_vo2#7,地球人：大地的愤怒啊！
愤,U+6124,4,eg_ms_tiky_vo2_man#7,地球酱：地球人：大地的愤怒啊！
慧,U+6167,4,ev_fri_cl19#1,本来住着拥有优秀智慧的生命体！
慧,U+6167,4,eg_du_skdr_at3,智慧打
慧,U+6167,4,eg_du_skdr_r2#1,新招·智慧打记住了。。
戳,U+6233,4,ev_thu_st10#1,戳戳
戳,U+6233,4,eg_cl_hade_ms12,：逃【上被敲醒了。看来是戳中了攻
戳,U+6233,4,eg_cl_hade_ms22,：逃【上被敲醒了。看来是戳中了攻
户,U+6237,4,ev_plo_test#5,但考虑到用户友好，改成中文了！
户,U+6237,4,ev_plo_test#75,不是老主顾而是乱连的用户地先生。
户,U+6237,4,ev_wed_cl82#2,不然用用户问卷决定看看？
抛,U+629B,4,ev_gho_cl_a130,塞巴斯蒂安：殿下可没有抛弃我们啊！
抛,U+629B,4,ev_solo_disappear20#2,也到极限了。请不要抛弃！
抛,U+629B,4,ev_solo_disappear20a#2,也到极限了。请不要抛弃！
拓,U+62D3,4,menu_dic_235#0,来自《沙加开拓者》的
拓,U+62D3,4,menu_dic_349#0,来自《沙加开拓者2》的
拓,U+62D3,4,menu_dic_369#0,来自《沙加开拓者》的
挖,U+6316,4,menu_dic_201#1,就被挖走了！
挖,U+6316,4,eg_le_hniw_ms1,戈仑：陶俑戈仑用大气和状挖出了钻头！
